"Collection Name","Title#1","Title Type#1","Name#1","Name Role Term Text#1","Name URI#1","Name#2","Name Role Term Text#2","Name URI#2","Name#3","Name Role Term Text#3","Name URI#3","Resource Type#1","Resource Type URI#1","Genre#1","Genre URI#1","Date Created#1","Language Term#1","Language Term URI#1","Language Term Type#1","Extent#1","Form#1","Form URI#1","Abstract#1","Subject Topic#1","Subject Topic URI#1","Subject Topic#2","Subject Topic URI#2","Subject Topic#3","Subject Topic URI#3","Subject Topic#4","Subject Topic URI#4","Subject Topic#5","Subject Topic URI#5","Subject Name#1","Subject Name URI#1","Subject Geographic#1","Subject Geographic URI#1","Subject Temporal#1","Subject Temporal URI#1","Identifier#1","Identifier ARK#1","Physical Location#1","Date Captured#1","Internet Media Type#1","Internet Media Type URI#1","Digital Origin#1","Access Condition#1","Access Condition URI#1","ln_RECORDID","ln_MEDIAID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Plate 2B view to east from site","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1958/1960","","","","1 photograph; 3.5"" x 5""","black-and-white photographs","https://vocab.getty.edu/aat/300128347","A photograph of the view to the East from the Olsen-Chubbuck archeological site, a dry scrubland with sparse vegetation and two long furrows in the center of the frame. Print of negative JBW 58 OC-4/UCM#arc-olc05_002_004_001.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","","","","","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc04_004_002_002.jpg","https://ark.colorado.edu/ark:/47540/9q9v4z53v7xg","CU Museum of Natural History","2024","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","33","1247886","5254","arc-olc04_004_002_002.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~33~1247886"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Plate 3A view to east northeast from site","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1958/1960","","","","1 photograph; 3.5"" x 5""","black-and-white photographs","https://vocab.getty.edu/aat/300128347","A photograph of the view to the East-Northeast from the Olsen-Chubbuck archeological site. There are four workers dressed in white shirts and light-colored pants, digging in the ground with shovels. The landscape is flat and dry, with sparse vegetation.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","","","","","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc04_004_003_001.jpg","https://ark.colorado.edu/ark:/47540/8t2k5g8152t7","CU Museum of Natural History","2024","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","34","1247885","5254","arc-olc04_004_003_001.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~34~1247885"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Plate 3B view to the east along trench","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1958/1960","","","","1 photograph; 3.5"" x 5""","black-and-white photographs","https://vocab.getty.edu/aat/300128347","A photograph of the view to the East along a dug trench through the center of the frame. Two people, one sitting, one standing, are to the left of the trench.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","","","","","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc04_004_003_002.jpg","https://ark.colorado.edu/ark:/47540/tp4f8m61c0n6","CU Museum of Natural History","2024","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","35","1247884","5254","arc-olc04_004_003_002.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~35~1247884"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Plate 4 empty arroyo","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1958/1960","","","","1 photograph; 3.5"" x 5""","black-and-white photographs","https://vocab.getty.edu/aat/300128347","A photograph taken from the inside of the dug-out dry arroyo at the Olsen-Chubbuck archeological site. Two people sit above ground at the end of the trench. This image was used as Figure 9 on page 17 of Joe Ben Wheat's Olsen-Chubbuck publication.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","","","","","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc04_004_004_001.jpg","https://ark.colorado.edu/ark:/47540/n55r8v7444h9","CU Museum of Natural History","2024","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","36","1247883","5254","arc-olc04_004_004_001.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~36~1247883"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Projectile point 10483","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1958","","","","1 photograph; 8” x 10”","black-and-white photographs","https://vocab.getty.edu/aat/300128347","A photograph of a semi-triangular stone projectile point, showing the front and back of the point side by side. The left point has its catalog number 10,483 written in dark ink near the bottom of the point. The right point has the same catalog number written in dark ink on a white background near the bottom of the point. The bottom border of the image is a ruler, with the number 5 written and circled in orange ink.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","Projectile points","https://lccn.loc.gov/sh85107373","","","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc04_001_002_006.jpg","https://ark.colorado.edu/ark:/47540/gb2r7f70873z","CU Museum of Natural History","2024","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","20","1247899","5254","arc-olc04_001_002_006.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~20~1247899"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Projectile point 10485","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1958","","","","1 photograph; 8” x 10”","black-and-white photographs","https://vocab.getty.edu/aat/300128347","A photograph of a semi-triangular stone projectile point, showing the front and back of the point side by side. The right point has its catalog number 10,485 written in dark ink near the center of the point. The bottom border of the image is a ruler, with the number 3 written and circled in orange ink.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","Projectile points","https://lccn.loc.gov/sh85107373","","","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc04_001_002_013.jpg","https://ark.colorado.edu/ark:/47540/q2015f28411w","CU Museum of Natural History","2024","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","22","1247897","5254","arc-olc04_001_002_013.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~22~1247897"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Projectile point 10969","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1960","","","","1 photograph; 8” x 10”","black-and-white photographs","https://vocab.getty.edu/aat/300128347","A photograph of a rounded semi-triangular stone projectile point, showing the front and back of the point side by side. The point has a rounded chip in the middle of the side facing the center of the image. The bottom border of the image is a ruler, with the number 1 written and circled in orange ink.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","Projectile points","https://lccn.loc.gov/sh85107373","","","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc04_001_002_018.jpg","https://ark.colorado.edu/ark:/47540/4f8x386195qc","CU Museum of Natural History","2024","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","23","1247896","5254","arc-olc04_001_002_018.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~23~1247896"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Projectile point 24-1 in situ - point moistened to bring out color, JBW 58 OC-50","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1958","","","","1 photograph; 2.5"" x 3.5""","black-and-white negatives","https://vocab.getty.edu/aat/300128343","A photograph, a close-up shot of bones embedded in soil and a projectile point (field number 24-1) in the top left quadrant. Negative of print UCM# arc-olc04_001_001_044.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","Projectile points","https://lccn.loc.gov/sh85107373","","","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc05_002_050_001.jpg","https://ark.colorado.edu/ark:/47540/nz354277r6ft","CU Museum of Natural History","2024","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","46","1247873","5254","arc-olc05_002_050_001.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~46~1247873"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Projectile point in situ (Fig. A)","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1958/1960","","","","1 photograph; 4.5” x 4.5”","black-and-white photographs","https://vocab.getty.edu/aat/300128347","A detail photograph of a dark stone semi-triangular projectile point partially embedded in the soil-filled hollow of a bone. There are other partially-excavated bone fragments around the point. There is a black and white ruler for scale at the bottom of the frame, and a lowercase letter a printed in the bottom left corner.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","Projectile points","https://lccn.loc.gov/sh85107373","","","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc04_003_019.jpg","https://ark.colorado.edu/ark:/47540/967d9h04r424","CU Museum of Natural History","2024","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","28","1247891","5254","arc-olc04_003_019.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~28~1247891"
"CU Museum of Natural History: Olsen-Chubbuck Collection","River of Bones","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1958/1960","","","","1 photograph; 8” x 10”","black-and-white photographs","https://vocab.getty.edu/aat/300128347","A photograph of a dry arroyo bed, partially excavated and dug into uneven stairs. In the center of the bed is a column of various bones, running from top to bottom of the frame.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","","","","","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc04_002_001.jpg","https://ark.colorado.edu/ark:/47540/ws990k43v8tw","CU Museum of Natural History","2024","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","25","1247894","5254","arc-olc04_002_001.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~25~1247894"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Scraper and flake knife","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1958/1960","","","","1 photograph; 4"" x 5""","black-and-white negatives","https://vocab.getty.edu/aat/300128343","A photograph of two semi-triangular stone fragments arranged on a dark surface. One is flatter with a curved edge, the other is more textured.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","","","","","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc05_001_009_001.jpg","https://ark.colorado.edu/ark:/47540/t06w150650qj","CU Museum of Natural History","2024","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","42","1247877","5254","arc-olc05_001_009_001.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~42~1247877"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Section 19 level 1, JBW 58 OC-22","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1958","","","","1 photograph; 2.5"" x 3.5""","black-and-white negatives","https://vocab.getty.edu/aat/300128343","A photograph of a rectangular pit in the Olsen-Chubbuck dig site in section 29, level 1. There are an assortment of bones in an arc from the bottom right corner to the top right, and an overturned bucket by the top right corner. Negative of print UCM# arc-olc04_001_001_013.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","","","","","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc05_002_022_001.jpg","https://ark.colorado.edu/ark:/47540/354c9h14s21d","CU Museum of Natural History","2024","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","45","1247874","5254","arc-olc05_002_022_001.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~45~1247874"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Seven projectile points","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1958/1960","","","","1 photograph; 8” x 10”","black-and-white photographs","https://vocab.getty.edu/aat/300128347","A photograph of seven projectile points in two rows, three on the top row and four on the bottom. The points on the top row are (left to right) numbers 10969, F-9, and F-5. The points on the bottom row are (left to right) 10492, 10486, F-2, and F-11. Points 10492 and 10486 have their numbers written on them in dark ink.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","Projectile points","https://lccn.loc.gov/sh85107373","","","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc04_001_002_010.jpg","https://ark.colorado.edu/ark:/47540/7q2w9c21c5c0","CU Museum of Natural History","2024","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","21","1247898","5254","arc-olc04_001_002_010.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~21~1247898"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Seven projectile points","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1960","","","","1 photograph; 8” x 10”","black-and-white photographs","https://vocab.getty.edu/aat/300128347","A photograph of seven long, thin projectile points arranged in two rows, three points on the top row and four points on the bottom. The points on the top row are (left to right) numbers #, #, #. The points on the bottom row are (left to right) numbers 10974, 10485, 10482, and F-6. Points 10485 and 10482 have their numbers written on them in dark ink.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","Projectile points","https://lccn.loc.gov/sh85107373","","","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc04_001_002_023.jpg","https://ark.colorado.edu/ark:/47540/24872818w8f1","CU Museum of Natural History","2024","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","24","1247895","5254","arc-olc04_001_002_023.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~24~1247895"
